F__none,F__none.1,F__Methanobacteriaceae,F__Methanomethylophilaceae,F__Balneolaceae,F__Rikenellaceae,F__Saprospiraceae,F__Cryomorphaceae,F__Flavobacteriaceae,F__Weeksellaceae,F__Chitinophagaceae,F__Bacteroidales.RF16.group,F__Hymenobacteraceae,F__MWH.CFBk5,F__Marinilabiliaceae,F__Dysgonomonadaceae,F__Porphyromonadaceae,F__Bacteroidaceae,F__Barnesiellaceae,F__Anaerovirgula,F__Muribaculaceae,F__none.3,F__none.4,F__none.5,F__Sphingobacteriaceae,F__Spirosomaceae,F__Fusobacteriaceae,F__Leptotrichiaceae,F__Trueperaceae,F__Acetobacteraceae,F__Bdellovibrionaceae,F__Bradymonadaceae,F__none.11,F__Halomonadaceae,F__none.13,F__Arcobacteraceae,F__none.15,F__none.16,F__none.17,F__Brachyspiraceae,F__Mitochondria,F__Caldisalinibacter,F__none.23,F__Bifidobacteriaceae,F__Micromonosporaceae,F__Brevibacteriaceae,F__Dermabacteraceae,F__Micrococcaceae,F__none.25,F__Microbacteriaceae,F__Actinomycetaceae,F__Intrasporangiaceae,F__Dermacoccaceae,F__Corynebacteriaceae,F__none.27,F__Nocardiaceae,F__Bryobacteraceae,F__none.29,F__Solirubrobacteraceae,F__Gemmataceae,F__Pirellulaceae,F__Gemmatimonadaceae,F__none.35,F__JG30.KF.CM45,F__Synergistaceae,F__Rubritaleaceae,F__Chthoniobacteraceae,F__Akkermansiaceae,F__Atopobiaceae,F__none.38,F__Chromobacteriaceae,F__Yersiniaceae,F__Abditibacteriaceae,F__none.40,F__Mycoplasmataceae,F__Tannerellaceae,F__Prevotellaceae,F__RH.aaj90h05,F__none.42,F__Helicobacteraceae,F__none.43,F__Defluviitaleaceae,F__none.45,F__Monoglobaceae,F__Hungateiclostridiaceae,F__UCG.010,F__none.46,F__Ruminococcaceae,F__Ethanoligenenaceae,F__.Clostridium..methylpentosum.group,F__.Eubacterium..coprostanoligenes.group,F__Butyricicoccaceae,F__none.47,F__Oscillospiraceae,F__Pasteurellaceae,F__Succinivibrionaceae,F__none.49,F__none.50,F__none.51,F__Coriobacteriales.Incertae.Sedis,F__Clostridiaceae,F__Carnobacteriaceae,F__Aerococcaceae,F__none.53,F__none.54,F__Gemellaceae,F__Enterococcaceae,F__Staphylococcaceae,F__Bacillaceae,F__Planococcaceae,F__Erysipelotrichaceae,F__Eggerthellaceae,F__Coriobacteriaceae,F__none.55,F__Sporomusaceae,F__Veillonellaceae,F__none.56,F__Selenomonadaceae,F__Syntrophomonadaceae,F__Streptococcaceae,F__none.57,F__none.58,F__Lactobacillaceae,F__Marinifilaceae,F__none.59,F__none.61,F__Peptostreptococcaceae,F__Anaerovoracaceae,F__Family.XI,F__Anaerofustaceae,F__Peptococcaceae,F__Acholeplasmataceae,F__none.64,F__none.65,F__Acidaminococcaceae,F__Christensenellaceae,F__UCG.011,F__none.66,F__none.67,F__Elusimicrobiaceae,F__none.69,F__Alcaligenaceae,F__Burkholderiaceae,F__Chitinibacteraceae,F__Rhodocyclaceae,F__Comamonadaceae,F__Oxalobacteraceae,F__Sutterellaceae,F__Aeromonadaceae,F__Idiomarinaceae,F__Cellvibrionaceae,F__Morganellaceae,F__Enterobacteriaceae,F__Erwiniaceae,F__Neisseriaceae,F__none.70,F__Pseudomonadaceae,F__none.71,F__Marinobacteraceae,F__Unknown.Family,F__Moraxellaceae,F__Desulfovibrionaceae,F__none.73,F__none.74,F__none.75,F__none.76,F__Xanthomonadaceae,F__Puniceicoccaceae,F__none.78,F__none.79,F__none.80,F__Beijerinckiaceae,F__Rhizobiaceae,F__Devosiaceae,F__Xanthobacteraceae,F__Rhodobacteraceae,F__Sphingomonadaceae,F__Victivallaceae,F__vadinBE97,F__none.82,F__Campylobacteraceae,F__none.83,F__Erysipelatoclostridiaceae,F__none.84,F__Lachnospiraceae,F__Spirochaetaceae,G__none,G__none.1,G__none.2,G__Methanosphaera,G__Methanobrevibacter,G__Candidatus.Methanogranum,G__Rikenellaceae.RC9.gut.group,G__Spirosoma,G__Larkinella,G__Membranicola,G__Aequorivita,G__Arenibacter,G__Flavobacterium,G__Salegentibacter,G__Salinimicrobium,G__Psychroflexus,G__none.8,G__Moheibacter,G__Chryseobacterium,G__Edaphobaculum,G__none.11,G__none.15,G__none.18,G__Fermentimonas,G__none.20,G__Paraprevotella,G__Porphyromonas,G__Prevotellaceae.UCG.004,G__Bacteroides,G__none.22,G__Barnesiella,G__CAG.873,G__Butyricimonas,G__none.23,G__dgA.11.gut.group,G__Alistipes,G__Prevotellaceae.UCG.003,G__Prevotellaceae.UCG.001,G__none.24,G__Falsiporphyromonas,G__none.25,G__Alloprevotella,G__none.26,G__none.27,G__Sphingobacterium,G__Mucilaginibacter,G__Pedobacter,G__none.29,G__Dyadobacter,G__Fusobacterium,G__Sneathia,G__Cetobacterium,G__none.32,G__Truepera,G__Bdellovibrio,G__none.39,G__none.44,G__Mailhella,G__none.45,G__Arcobacter,G__none.49,G__none.50,G__none.51,G__Brachyspira,G__none.53,G__none.54,G__none.60,G__none.61,G__Pseudoscardovia,G__Bifidobacterium,G__Brevibacterium,G__Actinomyces,G__Yaniella,G__none.70,G__Leucobacter,G__none.71,G__Arcanobacterium,G__F0332,G__Rothia,G__none.74,G__Corynebacterium,G__none.75,G__Millisia,G__Bryobacter,G__none.80,G__none.87,G__none.92,G__none.94,G__none.95,G__Luteolibacter,G__Chthoniobacter,G__Akkermansia,G__Olsenella,G__Pyramidobacter,G__Aquamonas,G__none.107,G__Gulbenkiania,G__none.108,G__none.109,G__Ruminobacter,G__Bilophila,G__Abditibacterium,G__none.112,G__none.113,G__Candidatus.Bacilloplasma,G__Candidatus.Lumbricincola,G__Parabacteroides,G__Murimonas,G__none.117,G__Prevotella_9,G__none.118,G__Prevotella,G__Angelakisella,G__none.119,G__Cuneatibacter,G__Ureaplasma,G__none.120,G__Helicobacter,G__Kandleria,G__Asteroleplasma,G__Marvinbryantia,G__UCG.007,G__Sporobacter,G__Ruminococcus,G__CAG.352,G__NK4A214.group,G__none.121,G__UCG.005,G__Papillibacter,G__Oscillospira,G__none.122,G__none.123,G__Defluviitaleaceae.UCG.011,G__Fastidiosipila,G__none.125,G__Tyzzerella,G__Monoglobus,G__none.126,G__Lachnospiraceae.NC2004.group,G__UCG.003,G__.Eubacterium..siraeum.group,G__Intestinimonas,G__Pseudoflavonifractor,G__Neoscardovia,G__Colidextribacter,G__V9D2013.group,G__none.127,G__Candidatus.Soleaferrea,G__none.128,G__Fournierella,G__Faecalibacterium,G__Subdoligranulum,G__none.130,G__Paludicola,G__none.131,G__UCG.009,G__UCG.001,G__Incertae.Sedis,G__Caproiciproducens,G__none.132,G__Butyricicoccus,G__none.133,G__none.134,G__none.135,G__UCG.008,G__.Eubacterium..oxidoreducens.group,G__UCG.002,G__Pygmaiobacter,G__Oribacterium,G__Lachnospiraceae.UCG.004,G__Lachnospiraceae.NK3A20.group,G__CAG.56,G__Tuzzerella,G__Lachnospiraceae.UCG.010,G__Anaerosporobacter,G__.Eubacterium..hallii.group,G__.Ruminococcus..gnavus.group,G__Lachnospiraceae.NK4B4.group,G__28.4,G__Lachnospiraceae.UCG.007,G__Lachnoclostridium,G__none.136,G__Lachnospiraceae.AC2044.group,G__Lachnospiraceae.UCG.003,G__Lachnospiraceae.UCG.002,G__Lachnospiraceae.NK4A136.group,G__.Eubacterium..eligens.group,G__GCA.900066575,G__Anaerostipes,G__Lachnotalea,G__possible.genus.Sk018,G__.Eubacterium..xylanophilum.group,G__Conservatibacter,G__none.137,G__Haemophilus,G__Succinivibrio,G__none.138,G__.Eubacterium..ruminantium.group,G__CHKCI001,G__Lachnospiraceae.ND3007.group,G__Howardella,G__Lachnospira,G__.Bacteroides..pectinophilus.group,G__Cellulosilyticum,G__.Eubacterium..fissicatena.group,G__.Ruminococcus..torques.group,G__.Ruminococcus..gauvreauii.group,G__Lachnospiraceae.FCS020.group,G__Lachnospiraceae.UCG.008,G__.Eubacterium..ventriosum.group,G__Fusicatenibacter,G__Roseburia,G__none.140,G__none.143,G__none.144,G__none.145,G__FD2005,G__none.147,G__Raoultibacter,G__Chromohalobacter,G__Blautia,G__Oscillibacter,G__Clostridium.sensu.stricto.1,G__Clostridium.sensu.stricto.4,G__Sarcina,G__Agrilactobacillus,G__Companilactobacillus,G__Levilactobacillus,G__Pediococcus,G__Limosilactobacillus,G__Lactobacillus,G__Fructilactobacillus,G__Lactiplantibacillus,G__Atopostipes,G__Facklamia,G__none.148,G__Granulicatella,G__none.150,G__none.152,G__Gemella,G__Atopobacter,G__Turicibacter,G__Enterococcus,G__Jeotgalicoccus,G__Staphylococcus,G__none.153,G__Salinicoccus,G__Bacillus,G__none.154,G__Kurthia,G__Planomicrobium,G__none.155,G__Holzapfelia,G__none.156,G__Coprococcus,G__Hespellia,G__Dorea,G__Lachnospiraceae.UCG.001,G__Holdemanella,G__Slackia,G__none.157,G__Enterorhabdus,G__Senegalimassilia,G__Eggerthella,G__Adlercreutzia,G__Gordonibacter,G__DNF00809,G__CHKCI002,G__Libanicoccus,G__none.158,G__Collinsella,G__Atopobium,G__Coriobacteriaceae.UCG.003,G__none.159,G__none.161,G__Allisonella,G__Dialister,G__Veillonella,G__none.162,G__none.163,G__Megasphaera,G__Propionispira,G__Anaerovibrio,G__Mitsuokella,G__none.164,G__Pelospora,G__Lactococcus,G__none.165,G__Streptococcus,G__none.166,G__none.167,G__none.168,G__Ligilactobacillus,G__UCG.004,G__Odoribacter,G__none.169,G__Terrisporobacter,G__Asaccharospora,G__Intestinibacter,G__Peptostreptococcus,G__none.172,G__none.173,G__Romboutsia,G__Family.XIII.UCG.001,G__Mogibacterium,G__none.174,G__Family.XIII.AD3011.group,G__S5.A14a,G__.Eubacterium..nodatum.group,G__Parvimonas,G__Peptoniphilus,G__Ezakiella,G__Anaerococcus,G__Finegoldia,G__Anaerofustis,G__Fenollaria,G__Peptococcus,G__none.177,G__none.179,G__Anaeroplasma,G__Erysipelotrichaceae.UCG.008,G__Erysipelotrichaceae.UCG.006,G__Solobacterium,G__Holdemania,G__none.183,G__none.184,G__Catenisphaera,G__none.185,G__Leuconostoc,G__Weissella,G__none.186,G__Phascolarctobacterium,G__Christensenellaceae.R.7.group,G__none.187,G__none.188,G__none.189,G__Succinispira,G__Clostridium.sensu.stricto.6,G__Clostridium.sensu.stricto.16,G__none.190,G__Elusimicrobium,G__Paraherbaspirillum,G__Paenalcaligenes,G__Aquincola,G__none.192,G__Parasutterella,G__Verticiella,G__Pusillimonas,G__Lautropia,G__none.193,G__Massilia,G__none.197,G__Oxalobacter,G__none.198,G__none.199,G__Sutterella,G__none.201,G__Cellvibrio,G__none.202,G__Enterobacter,G__none.203,G__Escherichia.Shigella,G__Phaseolibacter,G__none.204,G__Neisseria,G__Bergeriella,G__none.209,G__Pseudomonas,G__none.210,G__none.211,G__Marinobacter,G__none.212,G__Halomonas,G__Acinetobacter,G__Marinicella,G__Psychrobacter,G__Desulfovibrio,G__none.215,G__none.216,G__none.217,G__none.218,G__Thermomonas,G__none.222,G__none.224,G__none.225,G__none.226,G__Methylobacterium.Methylorubrum,G__Neorhizobium,G__Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium,G__Devosia,G__none.229,G__Oceanicella,G__none.231,G__Oceaniovalibus,G__Pontibaca,G__Sphingopyxis,G__Erythrobacter,G__Sphingomonas,G__MN.122.2a,G__none.235,G__Victivallis,G__none.236,G__none.237,G__Campylobacter,G__none.238,G__Catenibacterium,G__Erysipelatoclostridium,G__Erysipelotrichaceae.UCG.003,G__none.239,G__Prevotella_7,G__Prevotellaceae.NK3B31.group,G__none.240,G__Shuttleworthia,G__Agathobacter,G__Treponema,G__Parasporobacterium
88,1e-6,1e-6,1e-6,1e-6,1677,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,211,1e-6,1e-6,4132,3,1e-6,763,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,182,61,3,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,176,1e-6,14,1e-6,1e-6,1e-6,1e-6,42,70726,1e-6,1e-6,1e-6,109,1e-6,2854,339,1e-6,2592,11,29601,1e-6,1e-6,2527,1897,1e-6,9805,121,24925,1e-6,1459,1e-6,1e-6,6204,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,2223,568,414,1e-6,1e-6,1559,1e-6,271,1e-6,202,1e-6,3,13,48,823,2,4281,251,1e-6,1e-6,46,342,1e-6,150,3970,1109,1e-6,1e-6,110,68,2,1e-6,1e-6,1e-6,1e-6,36,76,527,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,16,1e-6,1e-6,1e-6,336,40,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,314,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,223,1e-6,1e-6,1e-6,1588,19815,732,18833,4593,88,1e-6,1e-6,1e-6,1e-6,1e-6,1634,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,211,1e-6,1e-6,1e-6,48,1e-6,1e-6,1e-6,1e-6,1e-6,4132,1e-6,3,6354,1e-6,763,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,182,61,3,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,84,1e-6,1e-6,1e-6,14,1e-6,1e-6,448,29,1e-6,1e-6,1e-6,1e-6,1e-6,42,1e-6,43,54363,624,5137,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,18367,719,1e-6,1e-6,4281,184,827,158,3408,1e-6,1e-6,109,107,1e-6,1e-6,2854,1e-6,339,1e-6,16,955,884,228,241,1e-6,188,1e-6,2592,1e-6,11,983,20302,1795,1e-6,270,1e-6,127,1e-6,84,51,2527,1718,28,767,1e-6,24,127,3578,1e-6,1e-6,342,573,77,1e-6,237,1e-6,330,1e-6,1e-6,1e-6,1e-6,391,2538,147,65,1e-6,1951,270,29,447,1e-6,89,492,121,1e-6,1e-6,11988,12489,159,1e-6,524,15,390,1e-6,1e-6,1e-6,464,161,334,192,1e-6,515,1025,1e-6,1459,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,3115,222,3838,27,2300,1e-6,1e-6,1e-6,1e-6,1e-6,9,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,974,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,905,1e-6,1016,92,668,1e-6,132,122,312,1e-6,1e-6,1e-6,2,1e-6,1e-6,78,414,14,1e-6,1e-6,1e-6,1e-6,1559,1e-6,1e-6,101,1e-6,1e-6,1e-6,170,1e-6,1e-6,1e-6,1e-6,202,1e-6,1e-6,3,1e-6,248,1e-6,823,870,117,1877,1e-6,2,194,1223,199,1e-6,1e-6,52,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,27,19,77,342,1e-6,59,420,1e-6,1e-6,102,1e-6,150,4,1e-6,5,3965,1002,1e-6,1e-6,110,1e-6,1e-6,1e-6,39,68,1e-6,1e-6,1e-6,2,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,36,76,1e-6,1e-6,527,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,16,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,307,40,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,314,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,223,1e-6,1e-6,1e-6,1588,904,1e-6,219,732,2853,1395,1e-6,1e-6,1086,4593,1e-6
33,1e-6,667,1e-6,2,880,12,16,78,3,1e-6,1e-6,1e-6,35,1e-6,5,7,662,1e-6,1e-6,463,34,1e-6,15,48,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,182,1e-6,1e-6,1e-6,4,43,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,7,108,4,1e-6,1e-6,1e-6,1e-6,13,1e-6,35,1e-6,1e-6,1e-6,1e-6,5,1e-6,1e-6,39,1e-6,2,1e-6,2,447,67,1e-6,1e-6,1e-6,1e-6,1e-6,256,26855,1e-6,1e-6,1e-6,102,14,1603,959,60,1846,73,19211,1e-6,1e-6,1085,825,1e-6,8367,121,9191,1e-6,363,1e-6,1e-6,1916,55,5,37,1e-6,1e-6,848,299,1e-6,73,4317,822,1432,5,1e-6,4924,6,257,1e-6,68381,1e-6,8,23,42,804,1e-6,1847,637,12,1e-6,186,320,1e-6,194,1e-6,1383,1e-6,1e-6,1e-6,407,129,14,7,1e-6,1e-6,145,23,1475,1e-6,1e-6,58,1e-6,9066,1e-6,2,1e-6,1e-6,21,1e-6,17,148,369,13,1e-6,1e-6,6,20,460,351,287,1e-6,1e-6,1e-6,11,1e-6,8,20,1e-6,188,1e-6,1e-6,1e-6,3925,1301,35784,1e-6,33,1e-6,1e-6,340,327,1e-6,781,1e-6,1e-6,8,1e-6,1e-6,1e-6,1e-6,56,14,8,1e-6,3,1e-6,1e-6,35,1e-6,5,1e-6,1e-6,7,1e-6,662,1e-6,1e-6,1e-6,27,1e-6,1e-6,99,1e-6,1e-6,463,1e-6,34,4683,1e-6,15,17,1e-6,1e-6,29,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,4,43,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,108,4,1e-6,1e-6,1e-6,1e-6,1e-6,13,1e-6,1e-6,14,1e-6,1e-6,1e-6,1e-6,1e-6,39,2,1e-6,2,98,1e-6,338,67,1e-6,1e-6,1e-6,559,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,256,6,1e-6,15730,767,3699,1e-6,1e-6,8,1e-6,1e-6,1e-6,4,1189,476,1e-6,1e-6,4742,220,459,73,2488,42,85,102,337,14,1e-6,1603,1e-6,959,60,1e-6,516,897,392,42,1e-6,382,79,1846,199,73,171,8667,3192,1e-6,1e-6,1e-6,72,1e-6,133,77,1085,750,3,817,1e-6,1e-6,7,3586,96,481,483,285,269,1e-6,233,1e-6,1171,66,276,153,1e-6,421,4442,1e-6,330,1e-6,2483,1609,77,693,33,1e-6,432,4,2,115,4160,4472,328,1e-6,245,37,1713,51,1e-6,1e-6,1477,336,226,683,123,433,5104,1e-6,363,1e-6,1e-6,1e-6,1e-6,1e-6,37,2873,223,1662,1e-6,212,1e-6,1e-6,1e-6,1e-6,1e-6,20,1e-6,1e-6,1e-6,1e-6,5,39,37,1e-6,1e-6,1e-6,274,709,111,1e-6,142,46,1e-6,1e-6,20,48,5,1e-6,139,3098,1e-6,1080,571,2493,90,150,327,255,1e-6,1e-6,1e-6,1e-6,1e-6,272,77,1432,1e-6,1e-6,5,2,1e-6,4922,1e-6,6,1e-6,1e-6,1e-6,1e-6,257,1e-6,1e-6,1e-6,1e-6,68381,1e-6,1e-6,8,1e-6,107,15,804,176,2,1060,1e-6,1e-6,115,494,236,1e-6,1e-6,401,1e-6,1e-6,6,2,1e-6,4,1e-6,1e-6,1e-6,170,16,29,320,1e-6,162,1021,1e-6,1e-6,367,1e-6,194,1e-6,3,1e-6,1e-6,1046,1e-6,1e-6,1e-6,1e-6,21,1e-6,21,407,1e-6,1e-6,1e-6,129,1e-6,6,8,7,1e-6,1e-6,145,23,1e-6,1e-6,1475,1e-6,7,32,1e-6,269,8459,1e-6,1e-6,1e-6,2,1e-6,1e-6,1e-6,21,1e-6,130,15,1e-6,17,148,369,13,1e-6,1e-6,6,1e-6,453,351,287,1e-6,1e-6,1e-6,1e-6,7,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,188,1e-6,1e-6,1e-6,649,323,1624,1301,1777,199,1e-6,1e-6,2969,1e-6,3
108,1e-6,1418,1e-6,1e-6,216,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,6,652,73,1e-6,1718,3,4,2165,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,3,1e-6,1e-6,1e-6,80,1e-6,1e-6,1e-6,5,18994,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,2,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,3,1e-6,1e-6,1e-6,1e-6,1e-6,1502,2,1e-6,1e-6,1e-6,1e-6,1e-6,963,40231,1e-6,1e-6,1e-6,172,9,2147,727,1e-6,2430,15,26499,1e-6,1e-6,1344,715,1e-6,7313,171,1e-6,1e-6,1038,1e-6,1e-6,5268,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1214,337,684,1e-6,1e-6,8523,1e-6,2287,1e-6,15,1e-6,1e-6,531,429,906,3,377,329,1e-6,1e-6,230,153,1e-6,140,3,1993,1e-6,1e-6,316,271,48,2,1e-6,1e-6,1e-6,5,168,2293,1e-6,1e-6,1e-6,1e-6,321,1e-6,12,1e-6,1e-6,6,1e-6,1e-6,1e-6,336,20,1e-6,7,1e-6,1e-6,45,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,31,480,1e-6,2,1e-6,2099,422,34172,1e-6,108,1e-6,1e-6,352,1066,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,652,1e-6,73,273,186,1e-6,1e-6,216,1e-6,1e-6,1445,1e-6,3,7814,4,2165,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,3,61,11,1e-6,1e-6,1e-6,80,1e-6,1e-6,1e-6,5,103,8,18809,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,2,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,3,1e-6,1e-6,1e-6,1e-6,777,1e-6,3,2,1e-6,2,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,963,33,1e-6,18439,2385,10949,1e-6,1e-6,7,1e-6,1e-6,1e-6,1e-6,1680,585,1e-6,1e-6,4078,345,594,443,2516,1e-6,66,172,164,9,1e-6,2147,1e-6,727,1e-6,32,504,1500,217,37,74,367,1e-6,2430,189,15,493,16707,1148,1e-6,276,1e-6,282,198,138,1e-6,1344,385,14,1412,1e-6,34,53,2409,3,630,438,279,274,1e-6,134,1e-6,818,1e-6,243,1e-6,1e-6,389,6467,234,1e-6,1e-6,1622,412,111,577,1e-6,959,445,171,1e-6,1e-6,1e-6,1e-6,473,1e-6,386,86,919,424,1e-6,1e-6,527,410,1e-6,412,92,473,1441,1e-6,1038,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,2710,160,5262,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,26,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,4113,1e-6,1044,314,513,55,1e-6,155,106,1e-6,1e-6,1e-6,14,7,687,38,684,1e-6,1e-6,1e-6,1e-6,1e-6,4394,49,1e-6,4,4080,1e-6,1e-6,2283,1e-6,1e-6,1e-6,1e-6,15,1e-6,35,1e-6,496,188,243,906,38,1e-6,85,1e-6,3,1e-6,254,96,1e-6,1e-6,233,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,227,3,1e-6,153,9,83,583,1e-6,1e-6,1e-6,1e-6,140,1e-6,1e-6,1e-6,3,1829,1e-6,1e-6,316,1e-6,6,1e-6,1e-6,271,2,1e-6,1e-6,48,97,1e-6,1e-6,1e-6,1e-6,1e-6,5,166,1e-6,1e-6,2196,1e-6,1e-6,1e-6,1e-6,1e-6,318,1e-6,1e-6,12,1e-6,1e-6,1e-6,1e-6,6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,264,20,1e-6,7,1e-6,1e-6,45,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,1e-6,31,480,1e-6,2,1e-6,1e-6,1e-6,231,422,4,640,6,44,5562,1e-6,1e-6
