model,accuracy,no_info_rate,sensitivity,specificity
microbiome,0.7407407407407407,0.6666666666666666,0.5,0.8611111111111112
metabolome,0.7407407407407407,0.6666666666666666,0.2777777777777778,0.9722222222222222
nutrients,0.6296296296296297,0.6666666666666666,0.2222222222222222,0.8333333333333334
full,0.8333333333333334,0.6666666666666666,0.6111111111111112,0.9444444444444444
