model,accuracy,no_info_rate,sensitivity,specificity
microbiome,0.8703703703703703,0.5185185185185185,0.9230769230769231,0.8214285714285714
metabolome,0.6296296296296297,0.5185185185185185,0.6538461538461539,0.6071428571428571
nutrients,0.7222222222222222,0.5185185185185185,0.7307692307692307,0.7142857142857143
full,0.8703703703703703,0.5185185185185185,0.8846153846153846,0.8571428571428571
