"igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
1,0.112580917534478,0,1
1,0.112580917534478,0,1
1,0.112580917534478,0,1
1,0.112580917534478,0,1
1,0.112580917534478,0,1
1,0.112580917534478,0,1
1,1,0,1
1,1,0,1
2,1,1,2
2,0.0745573159366263,399,2
4,1,6,4
4,0.666666666666667,12,4
2,0.461538461538462,5,2
2,1,1,2
1,1,0,1
1,0.411764705882353,0,1
1,0.411764705882353,0,1
1,0.666666666666667,0,1
1,0.666666666666667,0,1
1,1,0,1
1,0.111080255484588,0,1
2,1,1,2
4,0.833333333333333,9,4
1,0.416666666666667,0,1
9,0.722222222222222,35.6666666666667,9
2,0.361111111111111,0.333333333333333,2
8,0.65,23.6666666666667,8
3,0.40625,12.3333333333333,3
1,0.0961769656167348,0,1
1,0.0961769656167348,0,1
1,0.0961769656167348,0,1
1,0.0961769656167348,0,1
1,0.0961769656167348,0,1
1,0.0961769656167348,0,1
1,0.0961769656167348,0,1
1,0.0961769656167348,0,1
1,0.666666666666667,0,1
1,0.666666666666667,0,1
1,1,0,1
1,0.100933636134242,0,1
6,0.0749203970781045,5,6
1,1,0,1
3,0.146735143066764,1334.79418992978,3
3,0.132450331125828,2268.85527622301,3
1,0.14367816091954,0,1
1,0.123609394313968,0,1
1,0.545454545454545,0,1
2,0.16116035455278,2732.57143680713,2
1,0.128865979381443,0,1
1,1,0,1
2,0.115074798619102,2751,2
2,0.16116035455278,2732.57143680713,2
2,0.105097214923805,399,2
1,0.0938526513374003,0,1
1,0.545454545454545,0,1
2,0.112739571589628,176.084848484848,2
4,0.16260162601626,7988.14067806145,4
1,0.666666666666667,0,1
1,0.666666666666667,0,1
1,0.1318391562294,0,1
1,0.114678899082569,0,1
1,1,0,1
1,1,0,1
1,0.0799360511590727,0,1
1,0.526315789473684,0,1
