"source","target","correlation","direct","cor"
"Inosine","seq1714",-0.76362264489321,"undirected","-"
"Urocanic.acid","seq1446",0.659058223509783,"undirected","+"
"UROCANATE","seq1446",0.635251937869696,"undirected","+"
"X1..2.8.Dihydroxyquinolin.5.yl.ethan.1.one","seq1503",0.653472349512668,"undirected","+"
"X2..Hydroxymethyl..6.methylpyridin.3.ol","seq1503",0.67508962916574,"undirected","+"
"X2.Methyl.N..4.Methylphenyl.alanine","seq1626",0.640929350940542,"undirected","+"
"X2..4.Morpholinyl.benzaldehyde","seq1626",0.637655591486249,"undirected","+"
"X1.Hexadecylamine","seq55",0.637444622073388,"undirected","+"
"N.Methyldodecylamine","seq55",0.646528599488685,"undirected","+"
"N.Methyldodecylamine","seq132",0.63841450819562,"undirected","+"
"Bis.2.ethylhexyl..adipate","seq132",0.633357759615852,"undirected","+"
"N.Methyldodecylamine","seq96",0.647895911782683,"undirected","+"
"Bis.2.ethylhexyl..adipate","seq96",0.639046601768091,"undirected","+"
"Bis.2.ethylhexyl..adipate","seq139",0.635491594423157,"undirected","+"
"N.Cyclohexyl.N...tetrahydro.2.furanylmethyl.urea","seq139",0.642265245138907,"undirected","+"
"N.Methyldodecylamine","seq135",0.683760052727673,"undirected","+"
"Bis.2.ethylhexyl..adipate","seq135",0.669336030071389,"undirected","+"
"N.Methyldodecylamine","seq53",0.656753372009524,"undirected","+"
"Bis.2.ethylhexyl..adipate","seq53",0.641101772956961,"undirected","+"
"ORNITHINE","seq604",-0.66524141917484,"undirected","-"
"D.Pipecolinic.acid","seq604",-0.653023945911757,"undirected","-"
"ORNITHINE","seq302",-0.650580451259141,"undirected","-"
"X1.3.Dihydro..2H..indol.2.one","seq302",-0.671961029469535,"undirected","-"
"ORNITHINE","seq617",-0.683150183150183,"undirected","-"
"D.Pipecolinic.acid","seq617",-0.636141636141636,"undirected","-"
"Val.Asp","seq1033",-0.69337551872139,"undirected","-"
"Glutamylleucine","seq1033",-0.63733895370927,"undirected","-"
"X2.ISOPROPYLMALIC.ACID","seq900",0.677852659541431,"undirected","+"
"N.Acetyltyramine","seq900",0.649034524292904,"undirected","+"
"Succinic.acid","seq418",0.661877875066396,"undirected","+"
"D.....Ribonic.acid..gamma..lactone","seq418",0.668603654859218,"undirected","+"
"D.....Ribonic.acid..gamma..lactone","seq852",0.639254797581447,"undirected","+"
"N.N.Dimethylaniline","seq852",-0.639254797581447,"undirected","-"
"X2..Deoxyinosine","seq1568",-0.656208741597577,"undirected","-"
"Bicine","seq1568",0.635060782152726,"undirected","+"
"p.Hydroxyphenyllactic.acid","seq653",0.643863819848589,"undirected","+"
"Butin","seq653",0.645705184443009,"undirected","+"
"Glu.Ile.Lys","seq541",-0.65830069752341,"undirected","-"
"Glycyl.L.proline","seq541",-0.67177289784482,"undirected","-"
"Chelidonic.acid","seq214",-0.670739282143227,"undirected","-"
"Eglumegad","seq214",0.679902387090538,"undirected","+"
"Indolelactic.acid","seq229",0.657300061553836,"undirected","+"
"Val.Pro","seq229",-0.67868063976423,"undirected","-"
"Indolelactic.acid","seq140",0.649358703932832,"undirected","+"
"Val.Pro","seq140",-0.695174228669391,"undirected","-"
"Indolelactic.acid","seq104",0.66218898649688,"undirected","+"
"Val.Pro","seq104",-0.636544046494235,"undirected","-"
"Indolelactic.acid","seq154",0.684178502732617,"undirected","+"
"Val.Pro","seq154",-0.705559080943012,"undirected","-"
"Indolelactic.acid","seq153",0.654251266972252,"undirected","+"
"Val.Pro","seq153",-0.66218898649688,"undirected","-"
"X2.alpha..Mannobiose","seq1017",-0.633816784538323,"undirected","-"
"Glu.Ile.Lys","seq1017",-0.65745273921198,"undirected","-"
"Ile.Pro","seq1724",-0.634938697269168,"undirected","-"
"D.....Ribonic.acid..gamma..lactone","seq1724",0.640263787478135,"undirected","+"
"N.N.Dimethylaniline","seq1613",-0.666776460088412,"undirected","-"
"X3.4.Dihydroxyphenylacetic.acid","seq1613",-0.643750139315748,"undirected","-"
"X1.Methylxanthine","seq1375",0.751150960064857,"undirected","+"
"Xanthosine","seq1375",0.825388982389866,"undirected","+"
"Methyl.5.phenyl.1H.pyrazole.3.carboxylate","seq1773",-0.645012659272355,"undirected","-"
"Diethyl.pyridine.2.4.dicarboxylate","seq1773",-0.686583121720262,"undirected","-"
"L.Threonine","seq1303",0.730835549487388,"undirected","+"
"Ortophosphate","seq1303",0.655740520549234,"undirected","+"
"L.Glutamic.acid","seq1120",-0.711454365192585,"undirected","-"
"X3.Aminoadipic.acid","seq1120",-0.676675512058834,"undirected","-"
"L.Glutamic.acid","seq1732",-0.712966489241878,"undirected","-"
"X3.Aminoadipic.acid","seq1732",-0.674407325984894,"undirected","-"
"L.Glutamic.acid","seq1477",-0.695577062675003,"undirected","-"
"X3.Aminoadipic.acid","seq1477",-0.652481527270139,"undirected","-"
"L.Glutamic.acid","seq1812",-0.666166251093581,"undirected","-"
"X2.Aminoisobutyric.acid","seq1812",0.639630496739675,"undirected","+"
"L.Glutamic.acid","seq1466",-0.693308876601063,"undirected","-"
"X3.Aminoadipic.acid","seq1466",-0.657017899418019,"undirected","-"
"L.Glutamic.acid","seq444",-0.63780607808116,"undirected","-"
"X2.Aminoisobutyric.acid","seq444",0.645350020940185,"undirected","+"
"X2.Aminoisobutyric.acid","seq1005",0.671383077886307,"undirected","+"
".gamma..Aminobutyric.acid","seq1005",0.6615542715659,"undirected","+"
"L.Glutamic.acid","seq875",-0.708223295278795,"undirected","-"
"X3.Aminoadipic.acid","seq875",-0.654388139808193,"undirected","-"
"L.Glutamic.acid","seq1566",-0.704649806970764,"undirected","-"
"X3.Aminoadipic.acid","seq1566",-0.686504318379242,"undirected","-"
"L.Glutamic.acid","seq884",-0.693308876601063,"undirected","-"
"X3.Aminoadipic.acid","seq884",-0.647189093097611,"undirected","-"
"Methyl.5.phenyl.1H.pyrazole.3.carboxylate","seq694",-0.683112650373026,"undirected","-"
"X3.Hydroxypyridine","seq694",-0.67538163350597,"undirected","-"
"Methyl.5.phenyl.1H.pyrazole.3.carboxylate","seq367",-0.649096176157982,"undirected","-"
"X3.Hydroxypyridine","seq367",-0.677237077554064,"undirected","-"
"Glu.Ile.Lys","seq918",-0.652952660362451,"undirected","-"
"Val.Pro","seq918",-0.635886133905736,"undirected","-"
"X4.Oxododecanedioic.acid","seq1372",0.665334581689133,"undirected","+"
"Azelaic.acid..Not.validated.","seq1355",0.633184303601955,"undirected","+"
"Azelaic.acid..Not.validated.","seq1194",0.650969403220845,"undirected","+"
"X4.Oxododecanedioic.acid","seq1220",0.633689656212681,"undirected","+"
"X4.Hydroxybutanoic.acid.lactone","seq1820",-0.64970609858099,"undirected","-"
"X.3.Oxo.2.3.dihydro.4H.1.4.benzoxazin.4.yl.acetic.acid","seq1534",0.650796052443863,"undirected","+"
"X.3.Oxo.2.3.dihydro.4H.1.4.benzoxazin.4.yl.acetic.acid","seq1090",0.650796052443863,"undirected","+"
"X.3.Oxo.2.3.dihydro.4H.1.4.benzoxazin.4.yl.acetic.acid","seq1767",0.654150671270894,"undirected","+"
"X.3.Oxo.2.3.dihydro.4H.1.4.benzoxazin.4.yl.acetic.acid","seq1381",0.644086814789803,"undirected","+"
"X4.Formyl.2.hydroxybenzoic.acid","seq800",0.665664625512611,"undirected","+"
"X4.Formyl.2.hydroxybenzoic.acid","seq415",0.721052787623976,"undirected","+"
"X4.Formyl.2.hydroxybenzoic.acid","seq252",0.707236995160377,"undirected","+"
"X4.Formyl.2.hydroxybenzoic.acid","seq434",0.670844894971853,"undirected","+"
"X4.Formyl.2.hydroxybenzoic.acid","seq462",0.717763313227881,"undirected","+"
"X4.Formyl.2.hydroxybenzoic.acid","seq476",0.714473838831786,"undirected","+"
"X4.Formyl.2.hydroxybenzoic.acid","seq544",0.669079092165678,"undirected","+"
"X4.Formyl.2.hydroxybenzoic.acid","seq380",0.705811713821737,"undirected","+"
"X4.Formyl.2.hydroxybenzoic.acid","seq356",0.684443102302363,"undirected","+"
"X4.Formyl.2.hydroxybenzoic.acid","seq735",0.693508573856037,"undirected","+"
"X4.Formyl.2.hydroxybenzoic.acid","seq740",0.670197361289447,"undirected","+"
"X4.Formyl.2.hydroxybenzoic.acid","seq372",0.686385703349579,"undirected","+"
"X3.3.Dimethylglutaric.acid","seq108",-0.638383093587203,"undirected","-"
"Traumatic.Acid","seq57",0.663614163614163,"undirected","+"
"Traumatic.Acid","seq73",0.652625152625153,"undirected","+"
"N.ACETYLMURAMIC.ACID","seq10",0.636141636141636,"undirected","+"
"THYMINE","seq410",-0.648122757103958,"undirected","-"
"X2.Hydroxy.3..1H.indol.3.yl.butanoic.acid","seq864",-0.63328049128553,"undirected","-"
"THYMINE","seq239",-0.669270716548809,"undirected","-"
"THYMINE","seq390",-0.662434063949514,"undirected","-"
"Acetyl.L.threonine","seq1004",-0.635230542439563,"undirected","-"
"Acetyl.L.threonine","seq1681",-0.633600007174171,"undirected","-"
"Acetyl.L.threonine","seq1625",-0.63846821085159,"undirected","-"
"Acetyl.L.threonine","seq1240",-0.661169876804573,"undirected","-"
"Acetyl.L.threonine","seq728",-0.651688473217509,"undirected","-"
"Acetyl.L.threonine","seq1077",-0.634239038951452,"undirected","-"
"X1.Palmitoyl.2.hydroxy.sn.glycero.3.phosphoethanolamine","seq1019",0.641280770224741,"undirected","+"
"X1.Palmitoyl.2.hydroxy.sn.glycero.3.phosphoethanolamine","seq539",0.654342745175973,"undirected","+"
"X1.Palmitoyl.2.hydroxy.sn.glycero.3.phosphoethanolamine","seq500",0.655925817504508,"undirected","+"
"X1.Palmitoyl.2.hydroxy.sn.glycero.3.phosphoethanolamine","seq1078",0.675973215938266,"undirected","+"
"X1.Palmitoyl.2.hydroxy.sn.glycero.3.phosphoethanolamine","seq275",0.674144670807241,"undirected","+"
"X1.Palmitoyl.2.hydroxy.sn.glycero.3.phosphoethanolamine","seq485",0.677855558903428,"undirected","+"
"L.Proline","seq1864",-0.649035607251185,"undirected","-"
"Aniline","seq838",-0.656285635267649,"undirected","-"
"CREATININE","seq775",0.65927359608716,"undirected","+"
"CREATININE","seq732",0.723115046906722,"undirected","+"
"X1..1Z.Hexadecenyl..sn.glycero.3.phosphocholine","seq1440",0.634239038951452,"undirected","+"
"CREATININE","seq1595",0.671283373964107,"undirected","+"
"CREATININE","seq1347",0.705416426877536,"undirected","+"
"CREATININE","seq1553",0.639678695340561,"undirected","+"
"CREATININE","seq895",0.68708571327588,"undirected","+"
"CREATININE","seq470",0.640942882485503,"undirected","+"
"CREATININE","seq1079",0.651688473217509,"undirected","+"
"Indolelactic.acid","seq274",-0.635060782152726,"undirected","-"
"Ile.Val","seq942",0.676525751773188,"undirected","+"
"DL..beta..Homophenylalanine","seq1573",0.674030696533953,"undirected","+"
"Tomatidine","seq425",0.654986095702926,"undirected","+"
"X4.HYDROXYBENZALDEHYDE","seq1063",-0.633816784538323,"undirected","-"
"X1.Methylxanthine","seq1691",0.643768765453547,"undirected","+"
"X1.Methylxanthine","seq354",0.666776460088412,"undirected","+"
"X1.Methylxanthine","seq405",0.685526464146152,"undirected","+"
"X1.Methylxanthine","seq547",0.651717572570405,"undirected","+"
"X1.Methylxanthine","seq639",0.64836511592138,"undirected","+"
"X1.Methylxanthine","seq311",0.657081503208844,"undirected","+"
"X1.Methylxanthine","seq437",0.685127174196859,"undirected","+"
"X1.Methylxanthine","seq322",0.651522337824841,"undirected","+"
"alpha.Naphthoflavone","seq1290",-0.698703175593208,"undirected","-"
"X17.beta..Methyl.epi.testosterone","seq1051",-0.659432136959915,"undirected","-"
"Epitestosterone.sulfate","seq881",0.660742995297432,"undirected","+"
"N.Decyl.N.N.dimethyl.1.decanaminium.cation","seq1254",0.63780607808116,"undirected","+"
"Palmitoyl.ethanolamide","seq1167",0.674407325984894,"undirected","+"
"D.erythro.N.stearoylsphingosine","seq1057",-0.707088661561493,"undirected","-"
"Thr.Glu","seq1356",-0.634063866974646,"undirected","-"
"X7.Geranyloxy.1.3.dihydroxyxanthone","seq738",0.67075693707966,"undirected","+"
"Tomatidine","seq1149",0.726275953427902,"undirected","+"
"Tomatidine","seq603",0.722119162199924,"undirected","+"
"X3.Allyl.4.hydroxy.5.methoxybenzaldehyde","seq1363",-0.64720344642751,"undirected","-"
"Hexaethylene.glycol","seq1161",-0.655763529800193,"undirected","-"
"Hexaethylene.glycol","seq582",-0.633140452315245,"undirected","-"
"Diethyl.pyridine.2.4.dicarboxylate","seq1227",-0.713296919274399,"undirected","-"
"Diethyl.pyridine.2.4.dicarboxylate","seq1548",-0.651114380353899,"undirected","-"
"Butin","seq513",0.67032967032967,"undirected","+"
"Butin","seq474",0.667887667887668,"undirected","+"
"Indole.3.aldehyde","seq1765",0.689623371761605,"undirected","+"
"X9..2..4.Morpholinyl.ethyl..9H.purin.6.ylamine","seq1484",-0.646353641931965,"undirected","-"
"Indole.3.aldehyde","seq1252",0.6643695581478,"undirected","+"
"Butin","seq394",0.661172161172161,"undirected","+"
"C10.LAS..TENTATIVE.","seq1178",-0.633634142423871,"undirected","-"
"X2.Hydroxybenzenemethanol","seq1264",-0.646256760682353,"undirected","-"
"Gallic.acid","seq1841",0.69041867599366,"undirected","+"
"X1.Acetyl.4.piperidinecarboxylic.acid","seq1417",0.696219510613052,"undirected","+"
"Diisopropyl.phosphate","seq1768",0.6615542715659,"undirected","+"
"Stearamide","seq1284",0.650796052443863,"undirected","+"
"X5.Aminopentanamide","seq805",-0.706922820152891,"undirected","-"
"X5.Aminopentanamide","seq1073",-0.641829990480773,"undirected","-"
"X2.Aminoisobutyric.acid","seq1410",0.660562733247988,"undirected","+"
"X2..4.Morpholinyl.benzaldehyde","seq859",-0.646759505372068,"undirected","-"
"alpha.Naphthoflavone","seq454",-0.65041153209229,"undirected","-"
"Nicotinic.acid","seq917",-0.64089026867919,"undirected","-"
"X3.Hydroxy.2...9Z.12Z..octadeca.9.12.dienoyloxy.propyl.2..trimethylazaniumyl.ethyl.phosphate","seq1745",0.660859908924954,"undirected","+"
"Tetradecanedioic.acid","seq1797",-0.633600007174171,"undirected","-"
"indole.3.propionic.acid","seq407",-0.756872468647958,"undirected","-"
"Thr.Glu","seq1206",-0.679711002951521,"undirected","-"
"Thr.Glu","seq939",-0.660937667112948,"undirected","-"
"N.Acetyltyramine","seq988",0.652476748754368,"undirected","+"
"X3.METHYLADIPIC.ACID","seq626",0.647945155122258,"undirected","+"
"X3.METHYLADIPIC.ACID","seq1192",0.653993651319432,"undirected","+"
"X2.Amino.4.methylpentanoic.acid.ethylamide","seq1679",-0.66735441919898,"undirected","-"
"X4.6.Dihydroxypyrimidine","seq1699",-0.668421197286459,"undirected","-"
"Butin","seq1629",0.667880606546627,"undirected","+"
"indole.3.propionic.acid","seq710",-0.695451174903253,"undirected","-"
"X1.7.Dimethyluric.acid","seq1116",-0.636177413197894,"undirected","-"
"X3.METHYLADIPIC.ACID","seq1034",0.641587904390184,"undirected","+"
"Decanoylcarnitine","seq1554",0.706680614022478,"undirected","+"
"X3.Methylpyrrole.2.4.dicarboxylic.Acid","seq352",0.638953514263472,"undirected","+"
"X2.Aminonicotinic.acid","seq533",0.644766806712431,"undirected","+"
"X2.Aminonicotinic.acid","seq1054",0.642911362664337,"undirected","+"
"X2.2...2.Hydroxyethylazanediyl.diacetic.acid","seq1798",0.645350020940185,"undirected","+"
"D.....Quinic.acid","seq99",-0.69302996246131,"undirected","-"
"Bis.2.ethylhexyl..adipate","seq47",0.645634761875152,"undirected","+"
"D.....Quinic.acid","seq115",-0.656745221797276,"undirected","-"
"D.....Quinic.acid","seq63",-0.673624708199219,"undirected","-"
"Bis.2.ethylhexyl..adipate","seq58",0.642602121989655,"undirected","+"
"D.....Quinic.acid","seq70",-0.66187738891453,"undirected","-"
"X2.Amino.4.methylpentanoic.acid.ethylamide","seq1310",0.730582477836342,"undirected","+"
"BETAINE","seq905",0.636191467371843,"undirected","+"
"N1.Acetylspermidine","seq1335",0.640460664919653,"undirected","+"
"X1.3.Dihydro..2H..indol.2.one","seq273",-0.639291718637375,"undirected","-"
"ORNITHINE","seq331",-0.652413072248603,"undirected","-"
"ORNITHINE","seq518",-0.664019671848531,"undirected","-"
"XANTHURENIC.ACID","seq1422",-0.633223821248245,"undirected","-"
"X3.3.Dimethylglutaric.acid","seq1424",0.661806730862391,"undirected","+"
"N.Formyltryptophan","seq461",-0.643146766646346,"undirected","-"
"N.Formyltryptophan","seq913",-0.637548777381532,"undirected","-"
"N.Formyltryptophan","seq511",-0.640541888008825,"undirected","-"
"X2.6.Dihydroxy.4.methylbenzoic.acid","seq1486",0.643671676612745,"undirected","+"
"Bicine","seq1697",0.654656552911721,"undirected","+"
"Bicine","seq1382",0.68785323645208,"undirected","+"
"Bicine","seq1323",0.67915285307062,"undirected","+"
"Butin","seq1468",0.642265245138907,"undirected","+"
"GLYCERIC.ACID","seq715",-0.668600221497542,"undirected","-"
"Butin","seq834",0.658891478713932,"undirected","+"
"X3..Deoxyguanosine","seq1203",0.66935984800191,"undirected","+"
"X....Riboflavin","seq1404",0.632894873808635,"undirected","+"
"DL.2.Hydroxyvaleric.acid.sodium.salt.hydrate","seq1150",0.633935475074753,"undirected","+"
"Val.Asp","seq558",-0.685986081576935,"undirected","-"
"X8.Hydroxyquinoline.5.carboxylic.acid","seq692",0.665039512684411,"undirected","+"
"X3.Isopropylmalic.acid","seq962",-0.633028448708338,"undirected","-"
"X2.ISOPROPYLMALIC.ACID","seq1601",0.639010825076025,"undirected","+"
"X3..2.Nitro.1.propenyl.indole","seq1676",0.651227208496597,"undirected","+"
"Salicylic.alcohol","seq1855",-0.664978082988183,"undirected","-"
"Glycyl.L.proline","seq986",-0.687694589133758,"undirected","-"
"Glu.Ile.Lys","seq711",-0.662797924522223,"undirected","-"
"Glycyl.L.proline","seq1210",-0.679212430861184,"undirected","-"
"Glycyl.L.proline","seq1182",-0.676701488449066,"undirected","-"
"Glycyl.L.proline","seq1016",-0.640036772610338,"undirected","-"
"Glycyl.L.proline","seq376",-0.661576177195915,"undirected","-"
"Glycyl.L.proline","seq925",-0.642881031567612,"undirected","-"
"Glycyl.L.proline","seq733",-0.65311630492885,"undirected","-"
"Bicine","seq1228",0.695080892570441,"undirected","+"
"Bicine","seq1148",0.649347764893432,"undirected","+"
"Bicine","seq1710",0.649661005493959,"undirected","+"
"d.Pro","seq1319",-0.640310788913032,"undirected","-"
"Silodosin","seq954",-0.639802770040434,"undirected","-"
"DL..beta..Homophenylalanine","seq1140",-0.645065929074186,"undirected","-"
"Palmitoyl.sphingomyelin","seq690",0.638815927721606,"undirected","+"
"Enterolactone","seq705",0.664209418171073,"undirected","+"
"X6.Phenyl.1..4.pyridinylmethyl..1H.pyrazolo.3.4.b.pyridine.4.carboxylic.acid","seq1711",0.672107698993124,"undirected","+"
"Enterolactone","seq469",0.664209418171073,"undirected","+"
"Enterolactone","seq901",0.662754413969165,"undirected","+"
"Enterolactone","seq1327",0.651841882454854,"undirected","+"
"L.Glutamic.acid","seq1320",-0.655479392959624,"undirected","-"
"X2.Aminoisobutyric.acid","seq1752",0.642748106192928,"undirected","+"
"X2.Aminoisobutyric.acid","seq1497",0.657017899418019,"undirected","+"
"X2.Aminoisobutyric.acid","seq1889",0.654749713344079,"undirected","+"
"X2.Aminoisobutyric.acid","seq982",0.655505775368726,"undirected","+"
"X2.Aminoisobutyric.acid","seq1065",0.687125734351126,"undirected","+"
"Indolelactic.acid","seq348",0.645694528736477,"undirected","+"
"Succinic.acid","seq385",0.674553229755577,"undirected","+"
"Succinic.acid","seq769",0.656753372009524,"undirected","+"
"X3.Hydroxypyridine","seq396",-0.635254040333265,"undirected","-"
"Indolelactic.acid","seq244",0.659432136959915,"undirected","+"
"Acetyl.DL.carnitine","seq1316",-0.636462048458612,"undirected","-"
"Succinic.acid","seq438",0.675447134296113,"undirected","+"
"Caffeine","seq762",0.688349900420822,"undirected","+"
"X....Riboflavin","seq243",-0.6615542715659,"undirected","-"
"Cholic.Acid","seq464",-0.650324009688264,"undirected","-"
"X1.Myristoyl.sn.glycero.3.phosphocholine","seq757",-0.663050728476794,"undirected","-"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq100",0.734892287956634,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq109",0.643591057091005,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq150",0.740233387720774,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq158",0.643591057091005,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq167",0.643591057091005,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq178",0.643591057091005,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq187",0.731503362509325,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq157",0.642798945020739,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq118",0.643591057091005,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq142",0.674407325984894,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq49",0.734892287956634,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq143",0.734892287956634,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq168",0.643591057091005,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq92",0.643591057091005,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq127",0.688772504453182,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq170",0.674407325984894,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq152",0.643591057091005,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq201",0.740233387720774,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq95",0.647476869849129,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq40",0.762990186592823,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq237",0.762285671185074,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq263",0.734892287956634,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq270",0.734892287956634,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq267",0.734892287956634,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq197",0.771444371485819,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq219",0.734892287956634,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq120",0.771444371485819,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq183",0.643591057091005,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq193",0.734892287956634,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq199",0.734892287956634,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq155",0.643591057091005,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq146",0.743870898225544,"undirected","+"
"X15.Deoxy..DELTA.12.14.prostaglandin.D2","seq134",0.674407325984894,"undirected","+"
